pdf_row_id,Bounds,Page,Path,filePaths,attributes.BBox,attributes.NumCol,attributes.NumRow,attributes.Placement,attributes.SpaceAfter,attributes.BackgroundColor,attributes.BlockAlign,attributes.BorderColor,attributes.BorderStyle,attributes.BorderThickness,attributes.ColIndex,attributes.Height,attributes.InlineAlign,attributes.RowIndex,attributes.Width,HasClip,Lang,Text,TextSize,Font.alt_family_name,Font.embedded,Font.encoding,Font.family_name,Font.font_type,Font.italic,Font.monospaced,Font.name,Font.subset,Font.weight,attributes.LineHeight,Kids,Reference,attributes.TextAlign,attributes.RowSpan
200,"[72.52400207519531, 229.98899841308594, 196.72398376464844, 246.93899536132812]",3.0,//Document/L[7]/LI[4]/LBody,,,,,,,,,,,,,,,,,False,,"gender of borrower(s), and ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
201,"[63.17399597167969, 229.98899841308594, 196.72398376464844, 246.93899536132812]",3.0,//Document/L[7]/LI[4],,,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
202,"[63.17399597167969, 221.98699951171875, 67.27400207519531, 226.08700561523438]",3.0,//Document/L[7]/LI[5]/Lbl/Figure,,"[63.47739999999976, 222.11499999999796, 67.19729999999981, 225.83499999999913]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"[72.52400207519531, 215.98899841308594, 231.7239990234375, 232.93899536132812]",3.0,//Document/L[7]/LI[5]/LBody,,,,,,,,,,,,,,,,,False,,preferred language of borrower(s). ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
204,"[63.17399597167969, 215.98899841308594, 231.7239990234375, 232.93899536132812]",3.0,//Document/L[7]/LI[5],,,,,,11.125,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
205,"[55.52400207519531, 176.78900146484375, 516.85400390625, 207.73899841308594]",3.0,//Document/P[13],,,,,,18.0,,,,,,,,,,,,en,,,,,,,,,,,,,14.0,"[{'Bounds': [55.52400207519531, 191.2689971923828, 83.23396301269531, 207.16900634765625], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed-Bold', 'subset': True, 'weight': 700}, 'HasClip': False, 'Page': 3, 'Path': '//Document/P[13]/Span', 'Text': 'Note:', 'TextSize': 10.0}, {'Bounds': [55.52400207519531, 176.78900146484375, 516.85400390625, 207.73899841308594], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 3, 'Path': '//Document/P[13]', 'Text': ' In the event of a future transfer of ownership or assumption of the mortgage loan, the servicer is authorized, but not required, to update these data elements. ', 'TextSize': 10.0}]",,,
206,"[55.52400207519531, 191.2689971923828, 83.23396301269531, 207.16900634765625]",3.0,//Document/P[13]/Span,,,,,,,,,,,,,,,,,False,,Note:,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed-Bold,True,700.0,,,,,
207,"[55.52400207519531, 176.78900146484375, 516.85400390625, 207.73899841308594]",3.0,//Document/P[13],,,,,,,,,,,,,,,,,False,," In the event of a future transfer of ownership or assumption of the mortgage loan, the servicer is authorized, but not required, to update these data elements. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
208,"[42.52400207519531, 135.35299682617188, 472.91200256347656, 159.08299255371094]",3.0,//Document/H2[5],,,,,,14.25,,,,,,,,,,,False,en,Additional Servicer Duties and Responsibilities for Certain Servicers ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,,,
209,"[42.52400207519531, 94.83900451660156, 545.9539947509766, 125.78900146484375]",3.0,//Document/P[14],,,,,,18.0,,,,,,,,,,,False,en,"The following provisions apply to all master servicers and subservicers that own and/or service a total portfolio size greater than or equal to 20,000 mortgage loans at any time during a calendar year. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
210,"[42.52400207519531, 752.1889953613281, 548.7140045166016, 783.1390075683594]",4.0,//Document/P[15],,,,,,18.0,,,,,,,,,,,False,en,"To the extent the servicer relies on any third-party technology provider for the performance of critical servicing functions, the servicer must provide: ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
211,"[63.17399597167969, 670.9889984130859, 544.5240020751953, 743.9389953613281]",4.0,//Document/L[8],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'Bounds': [63.17399597167969, 732.9869995117188, 67.27400207519531, 737.0870056152344], 'Page': 4, 'Path': '//Document/L[8]/LI/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 733.1739999999991, 67.19729999999981, 736.8939999999711], 'Placement': 'Block'}}, {'Bounds': [63.17399597167969, 698.9889984130859, 544.5240020751953, 743.9389953613281], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Lang': 'en', 'Page': 4, 'Path': '//Document/L[8]/LI', 'Text': 'not less than 180 days’ prior written notice to Fannie Mae of its intent to change such third-party technology provider, together with, upon Fannie Mae’s written request, the servicer’s transition plan for such change; and ', 'TextSize': 10.0, 'attributes': {'LineHeight': 14}}, {'Bounds': [63.17399597167969, 690.9869995117188, 67.27400207519531, 695.0870056152344], 'Page': 4, 'Path': '//Document/L[8]/LI[2]/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 691.1759999999776, 67.19729999999981, 694.8959999999788], 'Placement': 'Block'}}, {'Bounds': [63.17399597167969, 670.9889984130859, 540.7339935302734, 701.9389953613281], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Lang': 'en', 'Page': 4, 'Path': '//Document/L[8]/LI[2]', 'Text': 'within 5 business days after its occurrence, written notice to Fannie Mae of any termination, breach, or impairment of rights by servicer or the technology provider of or under such contract. ', 'TextSize': 10.0, 'attributes': {'LineHeight': 14, 'SpaceAfter': 11.25}}]",,,
212,"[63.17399597167969, 732.9869995117188, 67.27400207519531, 737.0870056152344]",4.0,//Document/L[8]/LI/Lbl/Figure,,"[63.47739999999976, 733.1739999999991, 67.19729999999981, 736.8939999999711]",,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"[63.17399597167969, 698.9889984130859, 544.5240020751953, 743.9389953613281]",4.0,//Document/L[8]/LI,,,,,,,,,,,,,,,,,False,en,"not less than 180 days’ prior written notice to Fannie Mae of its intent to change such third-party technology provider, together with, upon Fannie Mae’s written request, the servicer’s transition plan for such change; and ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
214,"[63.17399597167969, 690.9869995117188, 67.27400207519531, 695.0870056152344]",4.0,//Document/L[8]/LI[2]/Lbl/Figure,,"[63.47739999999976, 691.1759999999776, 67.19729999999981, 694.8959999999788]",,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"[63.17399597167969, 670.9889984130859, 540.7339935302734, 701.9389953613281]",4.0,//Document/L[8]/LI[2],,,,,,11.25,,,,,,,,,,,False,en,"within 5 business days after its occurrence, written notice to Fannie Mae of any termination, breach, or impairment of rights by servicer or the technology provider of or under such contract. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
216,"[42.52400207519531, 631.7890014648438, 542.8040008544922, 662.7389984130859]",4.0,//Document/P[16],,,,,,11.125,,,,,,,,,,,,en,,,,,,,,,,,,,13.875,"[{'Bounds': [42.52400207519531, 645.7890014648438, 510.14393615722656, 662.7389984130859], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 4, 'Path': '//Document/P[16]', 'Text': 'These obligations are in addition to, not in lieu of, the servicer’s obligations to notify Fannie Mae under ', 'TextSize': 10.0}, {'Bounds': [42.52400207519531, 632.9190063476562, 542.8040008544922, 661.0989990234375], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': True, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed-Oblique', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 4, 'Path': '//Document/P[16]/Span', 'Text': 'Selling Guide ', 'TextSize': 10.0}, {'Bounds': [71.80400085449219, 631.7890014648438, 283.1840057373047, 648.7389984130859], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 4, 'Path': '//Document/P[16]', 'Text': 'A4-1-01, Maintaining Seller/Servicer Eligibility. ', 'TextSize': 10.0}]",,,
217,"[42.52400207519531, 645.7890014648438, 510.14393615722656, 662.7389984130859]",4.0,//Document/P[16],,,,,,,,,,,,,,,,,False,,"These obligations are in addition to, not in lieu of, the servicer’s obligations to notify Fannie Mae under ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
218,"[42.52400207519531, 632.9190063476562, 542.8040008544922, 661.0989990234375]",4.0,//Document/P[16]/Span,,,,,,,,,,,,,,,,,False,,Selling Guide ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,True,False,MPDFAA+DejaVuSansCondensed-Oblique,True,400.0,,,,,
219,"[71.80400085449219, 631.7890014648438, 283.1840057373047, 648.7389984130859]",4.0,//Document/P[16],,,,,,,,,,,,,,,,,False,,"A4-1-01, Maintaining Seller/Servicer Eligibility. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
220,"[42.52400207519531, 578.5890045166016, 548.593994140625, 623.5390014648438]",4.0,//Document/P[17],,,,,,11.25,,,,,,,,,,,False,en,"Critical servicing functions include services and processes that directly impact the servicing of a mortgage loan (e.g., mortgage loan payment processing, remitting, accounting, and reporting, etc.), providing servicing solutions to a borrower in need, or the timely and accurate reporting to Fannie Mae or other entities. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
221,"[42.52400207519531, 511.3890075683594, 554.35400390625, 570.3390045166016]",4.0,//Document/P[18],,,,,,11.25,,,,,,,,,,,False,en,Such transition plan must describe the steps that the servicer is undertaking to ensure an orderly transfer of critical servicing functions to a new technology service provider so that there is no interruption to borrowers and Fannie Mae and account for continuity of technology service from the original third-party technology service provider. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
222,"[42.52400207519531, 472.1889953613281, 531.3840026855469, 503.1390075683594]",4.0,//Document/P[19],,,,,,11.125,,,,,,,,,,,False,en,"In addition, in all contracts with third-party technology providers for critical servicing functions, the servicer must ensure that ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,13.875,,,,
223,"[63.17399597167969, 362.98899841308594, 551.3739929199219, 463.9389953613281]",4.0,//Document/L[9],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'Bounds': [63.17399597167969, 452.98699951171875, 67.27400207519531, 457.0870056152344], 'Page': 4, 'Path': '//Document/L[9]/LI/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 453.10599999999977, 67.19729999999981, 456.8259999999864], 'Placement': 'Block'}}, {'Bounds': [63.17399597167969, 432.98899841308594, 551.3739929199219, 463.9389953613281], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Lang': 'en', 'Page': 4, 'Path': '//Document/L[9]/LI', 'Text': 'Fannie Mae is provided within five business days with copies of any termination, notice of default, breach or non-performance or any notice of impairment of rights, in each case sent to the servicer; and ', 'TextSize': 10.0, 'attributes': {'LineHeight': 14}}, {'Bounds': [63.17399597167969, 424.98699951171875, 67.27400207519531, 429.0870056152344], 'Page': 4, 'Path': '//Document/L[9]/LI[2]/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 425.1469999999972, 67.19729999999981, 428.86699999999837], 'Placement': 'Block'}}, {'Bounds': [63.17399597167969, 362.98899841308594, 544.0639953613281, 435.9389953613281], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Lang': 'en', 'Page': 4, 'Path': '//Document/L[9]/LI[2]', 'Text': 'such third-party technology provider acknowledges Fannie Mae’s ownership interest in the Fannie Mae mortgage loans (including all associated files and data) and agrees to reasonably cooperate with any transfer of such mortgage loans to a new servicer, technology service provider or servicing platform, as may be required by or directed by Fannie Mae, upon payment of reasonable and customary transition fees. ', 'TextSize': 10.0, 'attributes': {'LineHeight': 14, 'SpaceAfter': 18}}]",,,
224,"[63.17399597167969, 452.98699951171875, 67.27400207519531, 457.0870056152344]",4.0,//Document/L[9]/LI/Lbl/Figure,,"[63.47739999999976, 453.10599999999977, 67.19729999999981, 456.8259999999864]",,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"[63.17399597167969, 432.98899841308594, 551.3739929199219, 463.9389953613281]",4.0,//Document/L[9]/LI,,,,,,,,,,,,,,,,,False,en,"Fannie Mae is provided within five business days with copies of any termination, notice of default, breach or non-performance or any notice of impairment of rights, in each case sent to the servicer; and ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
226,"[63.17399597167969, 424.98699951171875, 67.27400207519531, 429.0870056152344]",4.0,//Document/L[9]/LI[2]/Lbl/Figure,,"[63.47739999999976, 425.1469999999972, 67.19729999999981, 428.86699999999837]",,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"[63.17399597167969, 362.98899841308594, 544.0639953613281, 435.9389953613281]",4.0,//Document/L[9]/LI[2],,,,,,18.0,,,,,,,,,,,False,en,"such third-party technology provider acknowledges Fannie Mae’s ownership interest in the Fannie Mae mortgage loans (including all associated files and data) and agrees to reasonably cooperate with any transfer of such mortgage loans to a new servicer, technology service provider or servicing platform, as may be required by or directed by Fannie Mae, upon payment of reasonable and customary transition fees. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
228,"[42.52400207519531, 324.4530029296875, 171.68800354003906, 348.18299865722656]",4.0,//Document/H2[6],,,,,,18.0,,,,,,,,,,,False,en,Processing of Funds ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,,,
229,"[42.52400207519531, 251.48899841308594, 542.6139984130859, 310.4389953613281]",4.0,//Document/P[20],,,,,,11.25,,,,,,,,,,,,en,,,,,,,,,,,,,14.0,"[{'Bounds': [42.52400207519531, 251.48899841308594, 542.6139984130859, 310.4389953613281], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 4, 'Path': '//Document/P[20]', 'Text': 'The servicer’s authorization to receive, handle, or dispose of funds representing mortgage loan payments (for principal, interest, and tax and insurance escrow deposits) or of other funds or assets related to the mortgage loans it services for Fannie Mae or to the properties secured by those mortgage loans is limited to those servicing actions that are expressly authorized in the ', 'TextSize': 10.0}, {'Bounds': [285.5039978027344, 252.61900329589844, 478.1439971923828, 266.7989959716797], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': True, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed-Oblique', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 4, 'Path': '//Document/P[20]/Span', 'Text': 'Servicing Guide or in the Lender Contract. ', 'TextSize': 10.0}]",,,
230,"[42.52400207519531, 251.48899841308594, 542.6139984130859, 310.4389953613281]",4.0,//Document/P[20],,,,,,,,,,,,,,,,,False,,"The servicer’s authorization to receive, handle, or dispose of funds representing mortgage loan payments (for principal, interest, and tax and insurance escrow deposits) or of other funds or assets related to the mortgage loans it services for Fannie Mae or to the properties secured by those mortgage loans is limited to those servicing actions that are expressly authorized in the ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
231,"[285.5039978027344, 252.61900329589844, 478.1439971923828, 266.7989959716797]",4.0,//Document/P[20]/Span,,,,,,,,,,,,,,,,,False,,Servicing Guide or in the Lender Contract. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,True,False,MPDFAA+DejaVuSansCondensed-Oblique,True,400.0,,,,,
232,"[42.52400207519531, 184.28900146484375, 554.8240051269531, 243.23899841308594]",4.0,//Document/P[21],,,,,,11.25,,,,,,,,,,,False,en,"Because these funds and assets are owned by Fannie Mae and other parties (such as the borrower, a participating seller/servicer, or an MBS holder, if applicable), the servicer, in its handling of these funds, is acting on behalf of and as a fiduciary for, Fannie Mae and other parties, as their respective interests may appear; the servicer is not acting as a debtor of Fannie Mae. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
233,"[42.52400207519531, 103.08900451660156, 552.35400390625, 176.03900146484375]",4.0,//Document/P[22],,,,,,18.0,,,,,,,,,,,,en,,,,,,,,,,,,,14.0,"[{'Bounds': [42.52400207519531, 131.08900451660156, 541.8040008544922, 176.03900146484375], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 4, 'Path': '//Document/P[22]', 'Text': 'If the servicer takes any action with respect to these funds or assets that is not expressly authorized, such as the withdrawal or retention of mortgage loan payment funds Fannie Mae is due as an oﬀset against any claim the servicer may have against Fannie Mae, the servicer is not only violating the provisions of the ', 'TextSize': 10.0}, {'Bounds': [42.52400207519531, 118.218994140625, 527.0240020751953, 146.3990020751953], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': True, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed-Oblique', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 4, 'Path': '//Document/P[22]/Span', 'Text': 'Servicing Guide and the Lender Contract', 'TextSize': 10.0}, {'Bounds': [42.52400207519531, 103.08900451660156, 552.35400390625, 134.03900146484375], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 4, 'Path': '//Document/P[22]', 'Text': ', but also is violating the rights of any and all other parties that have a beneficial interest in the funds. Such action is therefore prohibited and will be considered a breach of the Lender Contract. ', 'TextSize': 10.0}]",,,
